PoS-word	#labels	#instances	most common label	#	label	#	label	#	label	#	label	#	label	#	label	#
NOUN-video Music Awards Reunion	1	1	b-noun.event	1												
NOUN-summerslam NUMBER	1	1	b-noun.event	1												
NN-bonfire	1	1	b-noun.event	1												
NNP-cali's BDAY BASH	1	1	b-noun.event	1												
NN-football game	1	1	b-noun.event	1												
NOUN-movie Night	1	1	b-noun.event	1												
NOUN-ganeshotsav	1	1	b-noun.event	1												
NNP-ravens game	1	1	b-noun.event	1												
NOUN-airplane Fire	1	1	b-noun.event	1												
NNP-christmas Event	1	1	b-noun.event	1												
NOUN-#beachparty	1	1	b-noun.event	1												
NN-sale	1	1	b-noun.event	1												
NOUN-clash	1	1	b-noun.event	1												
NN-win	1	1	b-noun.event	1												
NN-beat	1	1	b-noun.event	1												
NNS-eventsandholidays	1	1	b-noun.event	1												
NOUN-social Media	1	1	b-noun.communication	1												
NN-official	1	1	b-noun.communication	1												
NOUN-horror/wresting	1	1	b-noun.communication	1												
NNS-emails	1	1	b-noun.communication	1												
NOUN-tweet	1	1	b-noun.communication	1												
NNP-paranormal Activity	1	1	b-noun.communication	1												
NN-read	1	1	b-noun.communication	1												
NOUN-loveint	1	1	b-noun.communication	1												
NN-sigh	1	1	b-noun.communication	1												
NNS-songs	1	1	b-noun.communication	1												
NOUN-gay Marriage Legislation	1	1	b-noun.communication	1												
NNP-grand Ole Opry	1	1	b-noun.communication	1												
NOUN-software	1	1	b-noun.communication	1												
NN-interview	1	1	b-noun.communication	1												
NNP-prairie Wildflower Greeting Card	1	1	b-noun.communication	1												
NOUN-secret	1	1	b-noun.communication	1												
NN-episode	1	1	b-noun.communication	1												
NNP-not a Genuine Black Man	1	1	b-noun.communication	1												
NNP-nicki album	1	1	b-noun.communication	1												
NNP-time Warner Cable	1	1	b-noun.communication	1												
NN-subject	1	1	b-noun.communication	1												
HT-#starwars #TheCloneWars	1	1	b-noun.communication	1												
NNP-march issue	1	1	b-noun.communication	1												
NNP-baby'...even	1	1	b-noun.communication	1												
NN-portfolio	1	1	b-noun.communication	1												
NOUN-walking Dead Season	1	1	b-noun.communication	1												
NNS-phones	1	1	b-noun.communication	1												
VB-livestream	1	1	b-noun.communication	1												
NNP-netflix	1	1	b-noun.communication	1												
NOUN-recipe today	1	1	b-noun.communication	1												
NN-lol	1	1	b-noun.communication	1												
NOUN-killuminati Pt	1	1	b-noun.communication	1												
HT-#bornthisway	1	1	b-noun.communication	1												
NN-headline	1	1	b-noun.communication	1												
NN-illustration job	1	1	b-noun.communication	1												
NN-text	1	1	b-noun.communication	1												
NNP-face	1	1	b-noun.communication	1												
HT-#battlestargalactica	1	1	b-noun.communication	1												
NN-follow FRIDAY	1	1	b-noun.communication	1												
NOUN-youtube	1	1	b-noun.communication	1												
NN-music Video	1	1	b-noun.communication	1												
NNP-easter egg color shower Easter cards	1	1	b-noun.communication	1												
NNS-films	1	1	b-noun.communication	1												
NNP-youtube video	1	1	b-noun.communication	1												
NNP-showbiz Tonight	1	1	b-noun.communication	1												
NOUN-rumor	1	1	b-noun.communication	1												
NNP-idwt	1	1	b-noun.communication	1												
NOUN-data	1	1	b-noun.communication	1												
NOUN-tips	1	1	b-noun.communication	1												
NNS-songs Named	1	1	b-noun.communication	1												
NN-word	1	1	b-noun.communication	1												
NOUN-carpet Report	1	1	b-noun.communication	1												
NNS-arts show	1	1	b-noun.communication	1												
NOUN-phone BOOK	1	1	b-noun.communication	1												
NNP-winter	1	1	b-noun.communication	1												
NN-shoutout	1	1	b-noun.communication	1												
NNS-papers	1	1	b-noun.communication	1												
NNP-pumpkin Moonshine	1	1	b-noun.communication	1												
NNS-congrats	1	1	b-noun.communication	1												
HT-#speech	1	1	b-noun.communication	1												
NNP-requiem for a Dream	1	1	b-noun.communication	1												
NN-software	1	1	b-noun.communication	1												
NNP-green Newsfeed	1	1	b-noun.communication	1												
NNP-the Wanted	1	1	b-noun.communication	1												
NNP-fb status	1	1	b-noun.communication	1												
NNP-coventry Rugby	1	1	b-noun.communication	1												
NOUN-agrinews	1	1	b-noun.communication	1												
NNP-family Guy	1	1	b-noun.communication	1												
NN-labels	1	1	b-noun.communication	1												
NN-shore	1	1	b-noun.communication	1												
NNP-youtube channel	1	1	b-noun.communication	1												
NNP-nyt story	1	1	b-noun.communication	1												
NOUN-star Online	1	1	b-noun.communication	1												
NNS-interviews	1	1	b-noun.communication	1												
NN-comic book cover designs	1	1	b-noun.communication	1												
NOUN-results	1	1	b-noun.communication	1												
NOUN-documents	1	1	b-noun.communication	1												
NN-assignment	1	1	b-noun.communication	1												
NN-copy	1	1	b-noun.communication	1												
NOUN-#soccernews	1	1	b-noun.communication	1												
NOUN-trappedoutseries	1	1	b-noun.communication	1												
NN-feature	1	1	b-noun.communication	1												
NN-tv schedule	1	1	b-noun.communication	1												
NOUN-note	1	1	b-noun.communication	1												
NNP-break	1	1	b-noun.communication	1												
NN-issue	1	1	b-noun.communication	1												
NOUN-elucidatings	1	1	b-noun.communication	1												
NOUN-outcry	1	1	b-noun.communication	1												
NN-badge	1	1	b-noun.communication	1												
NN-bestseller	1	1	b-noun.communication	1												
NNP-scm	1	1	b-noun.communication	1												
NOUN-tickets	1	1	b-noun.communication	1												
NOUN-#ibmcloud	1	1	b-noun.communication	1												
NN-win2bet	1	1	b-noun.communication	1												
NOUN-music	1	1	b-noun.communication	1												
NN-website	1	1	b-noun.communication	1												
NOUN-appeal	1	1	b-noun.communication	1												
NNP-october Iron Range eNews	1	1	b-noun.communication	1												
NNS-labels	1	1	b-noun.communication	1												
NN-mention	1	1	b-noun.communication	1												
NOUN-snub	1	1	b-noun.communication	1												
NNP-private Practice	1	1	b-noun.communication	1												
NNP-the DeAndre Way	1	1	b-noun.communication	1												
NNP-sister LOVERS TONIGHT	1	1	b-noun.communication	1												
NN-convo	1	1	b-noun.communication	1												
NOUN-terror threats	1	1	b-noun.communication	1												
NOUN-breaking Bad	1	1	b-noun.communication	1												
NN-pin #	1	1	b-noun.communication	1												
NNP-dc Comics	1	1	b-noun.communication	1												
NN-understatement	1	1	b-noun.communication	1												
NN-link	1	1	b-noun.communication	1												
NOUN-tricks	1	1	b-noun.communication	1												
NOUN-linkedin	1	1	b-noun.communication	1												
NNS-vids	1	1	b-noun.communication	1												
NNP-ip-man 2	1	1	b-noun.communication	1												
NN-k	1	1	b-noun.communication	1												
NN-status'.	1	1	b-noun.communication	1												
NNS-books	1	1	b-noun.communication	1												
NN-ep	1	1	b-noun.communication	1												
NNP-epix Movie Channel	1	1	b-noun.communication	1												
NOUN-signs	1	1	b-noun.communication	1												
NOUN-song	1	1	b-noun.communication	1												
NOUN-@user video	1	1	b-noun.communication	1												
NNS-pics	1	1	b-noun.communication	1												
HT-#bgc	1	1	b-noun.communication	1												
NOUN-concert KCON NUMBER	1	1	b-noun.communication	1												
NN-line	1	1	b-noun.communication	1												
NN-fuck43	1	1	b-noun.communication	1												
NOUN-panhandling Ban	1	1	b-noun.communication	1												
NOUN-response	1	1	b-noun.communication	1												
NNS-shows	1	1	b-noun.communication	1												
NNP-the big lebowski	1	1	b-noun.communication	1												
NN-loop	1	1	b-noun.communication	1												
NN-presentation	1	1	b-noun.communication	1												
NNP-haunted Hearts	1	1	b-noun.communication	1												
NN-message	1	1	b-noun.communication	1												
NN-film	1	1	b-noun.communication	1												
NOUN-zombie News	1	1	b-noun.communication	1												
NNP-assassins creed	1	1	b-noun.communication	1												
NN-national anthem	1	1	b-noun.communication	1												
NNS-shouts	1	1	b-noun.communication	1												
NNP-cstvt	1	1	b-noun.communication	1												
NN-world record	1	1	b-noun.communication	1												
NN-cable	1	1	b-noun.communication	1												
NNS-terms	1	1	b-noun.communication	1												
NNP-starwars movies	1	1	b-noun.communication	1												
NOUN-paper	1	1	b-noun.communication	1												
NNS-records	1	1	b-noun.communication	1												
NOUN-radio NUMBER	1	1	b-noun.communication	1												
NNP-red':	1	1	b-noun.communication	1												
NN-follow	1	1	b-noun.communication	1												
NOUN-niliria	1	1	b-noun.communication	1												
NNP-flow 93.5	1	1	b-noun.communication	1												
NN-shout outs	1	1	b-noun.communication	1												
NOUN-music Monday	1	1	b-noun.communication	1												
NOUN-twitter	1	1	b-noun.communication	1												
NN-teaser pic	1	1	b-noun.communication	1												
NN-social networks	1	1	b-noun.communication	1												
NN-entendre	1	1	b-noun.communication	1												
NN-bullshit	1	1	b-noun.communication	1												
NN-lineup	1	1	b-noun.communication	1												
NNP-gigli	1	1	b-noun.communication	1												
NNP-mtv	1	1	b-noun.communication	1												
NNP-glee	1	1	b-noun.communication	1												
NOUN-cubase NUMBER Patch	1	1	b-noun.communication	1												
NN-reply	1	1	b-noun.communication	1												
NNP-gray Horses	1	1	b-noun.communication	1												
NOUN-#warning	1	1	b-noun.communication	1												
HT-#foi	1	1	b-noun.communication	1												
NOUN-articles	1	1	b-noun.communication	1												
NN-preorder	1	1	b-noun.communication	1												
NN-event listings	1	1	b-noun.communication	1												
NOUN-dictionaries	1	1	b-noun.communication	1												
NNS-instructions	1	1	b-noun.communication	1												
NN-signup form	1	1	b-noun.communication	1												
NN-@reply	1	1	b-noun.communication	1												
NOUN-praise	1	1	b-noun.communication	1												
NN-season premiere	1	1	b-noun.communication	1												
NNP-monk	1	1	b-noun.communication	1												
NN-eurovision	1	1	b-noun.communication	1												
NOUN-insta	1	1	b-noun.communication	1												
NNP-tmz	1	1	b-noun.communication	1												
NNP-500 days of summer	1	1	b-noun.communication	1												
NOUN-podcast	1	1	b-noun.communication	1												
NN-rap-rock'.	1	1	b-noun.communication	1												
NNP-egypt tweet	1	1	b-noun.communication	1												
NOUN-russia's October NUMBER issue	1	1	b-noun.communication	1												
NN-music video	1	1	b-noun.communication	1												
NNS-postings	1	1	b-noun.communication	1												
NNP-ultimate Magic playtest	1	1	b-noun.communication	1												
NN-lecture	1	1	b-noun.communication	1												
NN-usb drivers	1	1	b-noun.communication	1												
NN-coverage	1	1	b-noun.communication	1												
NN-https://owensoto.wordpress.com/	1	1	b-noun.communication	1												
NNP-october issue	1	1	b-noun.communication	1												
NNP-ahhhhnold movie	1	1	b-noun.communication	1												
NOUN-los Angeles Times	1	1	b-noun.communication	1												
NN-secret	1	1	b-noun.communication	1												
NOUN-fancams	1	1	b-noun.communication	1												
NN-somethin	1	1	b-noun.communication	1												
NOUN-american	1	1	b-noun.communication	1												
NN-song	1	1	b-noun.communication	1												
NN-cliche	1	1	b-noun.communication	1												
NNP-bills	1	1	b-noun.communication	1												
NNP-the Inbetweeners	1	1	b-noun.communication	1												
NNP-envy	1	1	b-noun.communication	1												
NN-shout	1	1	b-noun.communication	1												
NNP-hannah Montana	1	1	b-noun.communication	1												
NNP-k-on	1	1	b-noun.communication	1												
NNP-ufc	1	1	b-noun.communication	1												
HT-#fact	1	1	b-noun.communication	1												
NN-commercial	1	1	b-noun.communication	1												
NNS-specials	1	1	b-noun.communication	1												
NN-job applications	1	1	b-noun.communication	1												
NOUN-instagram	1	1	b-noun.communication	1												
NOUN-quiz	1	1	b-noun.communication	1												
NOUN-evernote	1	1	b-noun.communication	1												
NN-detective show	1	1	b-noun.communication	1												
NOUN-google+	1	1	b-noun.communication	1												
NN-track names	1	1	b-noun.communication	1												
NOUN-news URL	1	1	b-noun.communication	1												
NNP-sym-bionic Titan	1	1	b-noun.communication	1												
NNP-dallas Cowboys News	1	1	b-noun.communication	1												
NNS-picks	1	1	b-noun.communication	1												
NN-status updates	1	1	b-noun.communication	1												
NNP-yahoo	1	1	b-noun.communication	1												
NNP-top	1	1	b-noun.communication	1												
NOUN-reasons	1	1	b-noun.communication	1												
NNS-albums	1	1	b-noun.communication	1												
NN-tweet	1	1	b-noun.communication	1												
NOUN-media	1	1	b-noun.communication	1												
NN-home prevention guidelines	1	1	b-noun.communication	1												
NN-cheer	1	1	b-noun.communication	1												
NOUN-assault	1	1	b-noun.communication	1												
NOUN-telegraph	1	1	b-noun.communication	1												
NNS-brands	1	1	b-noun.communication	1												
VB-puff puff pass	1	1	b-noun.communication	1												
NNP-hp6	1	1	b-noun.communication	1												
HT-#supernatural	1	1	b-noun.communication	1												
HT-#concerts	1	1	b-noun.communication	1												
NOUN-thriller	1	1	b-noun.communication	1												
NOUN-#usopen credential	1	1	b-noun.communication	1												
NN-bit	1	1	b-noun.communication	1												
NN-hint	1	1	b-noun.communication	1												
NOUN-books	1	1	b-noun.communication	1												
NN-performance	1	1	b-noun.communication	1												
NN-mortgage Advice	1	1	b-noun.communication	1												
NNP-ditr REI Update	1	1	b-noun.communication	1												
NNP-pretty Little Liars	1	1	b-noun.communication	1												
NNP-good Love	1	1	b-noun.communication	1												
NN-newspaper	1	1	b-noun.communication	1												
NOUN-memo	1	1	b-noun.communication	1												
NN-event coverage	1	1	b-noun.communication	1												
NN-blog Posts	1	1	b-noun.communication	1												
NN-application	1	1	b-noun.communication	1												
NNP-the Town	1	1	b-noun.communication	1												
NOUN-music Video	1	1	b-noun.communication	1												
NNS-words	1	1	b-noun.communication	1												
NNP-piranha 3D	1	1	b-noun.communication	1												
NOUN-darkside Teaser	1	1	b-noun.communication	1												
NN-status	1	1	b-noun.communication	1												
NN-clip	1	1	b-noun.communication	1												
NNP-vma pre-show	1	1	b-noun.communication	1												
NN-email	1	1	b-noun.communication	1												
NN-title	1	1	b-noun.communication	1												
NN-shot	1	1	b-noun.cognition	1												
NN-goal	1	1	b-noun.cognition	1												
VERB-checkout	1	1	b-noun.cognition	1												
NOUN-program	1	1	b-noun.cognition	1												
NN-draft choice	1	1	b-noun.cognition	1												
NNS-issues	1	1	b-noun.cognition	1												
NN-theory	1	1	b-noun.cognition	1												
NN-day dreams	1	1	b-noun.cognition	1												
NOUN-kind	1	1	b-noun.cognition	1												
NOUN-detection	1	1	b-noun.cognition	1												
NN-form	1	1	b-noun.cognition	1												
NOUN-evil	1	1	b-noun.cognition	1												
NN-nightmare	1	1	b-noun.cognition	1												
NN-fantasy	1	1	b-noun.cognition	1												
HT-#education	1	1	b-noun.cognition	1												
NOUN-cognitive Biases	1	1	b-noun.cognition	1												
NOUN-autism	1	1	b-noun.cognition	1												
NN-option	1	1	b-noun.cognition	1												
NOUN-#leadership	1	1	b-noun.cognition	1												
NOUN-experience	1	1	b-noun.cognition	1												
NN-history homework	1	1	b-noun.cognition	1												
NN-doubt	1	1	b-noun.cognition	1												
NN-birthday party ideas	1	1	b-noun.cognition	1												
NN-art	1	1	b-noun.cognition	1												
NN-habit	1	1	b-noun.cognition	1												
NN-100%	1	1	b-noun.cognition	1												
NN-unseen	1	1	b-noun.cognition	1												
NN-rule	1	1	b-noun.cognition	1												
NOUN-idea	1	1	b-noun.cognition	1												
NOUN-history	1	1	b-noun.cognition	1												
NOUN-key Factors	1	1	b-noun.cognition	1												
NN-call	1	1	b-noun.cognition	1												
NNP-follow Friday Train	1	1	b-noun.cognition	1												
NN-hunch	1	1	b-noun.cognition	1												
NN-note	1	1	b-noun.cognition	1												
NOUN-music Think Tank	1	1	b-noun.cognition	1												
NOUN-fantasy	1	1	b-noun.cognition	1												
NN-thought process	1	1	b-noun.cognition	1												
NN-murder plot	1	1	b-noun.cognition	1												
NN-weekend plans	1	1	b-noun.cognition	1												
NN-view	1	1	b-noun.cognition	1												
NOUN-mind	1	1	b-noun.cognition	1												
NOUN-pike	1	1	b-noun.cognition	1												
NN-idea	1	1	b-noun.cognition	1												
NOUN-source	1	1	b-noun.cognition	1												
NOUN-key	1	1	b-noun.cognition	1												
NN-video schedules	1	1	b-noun.cognition	1												
NNS-braids	1	1	b-noun.body	1												
NOUN-butt	1	1	b-noun.body	1												
NOUN-fingertips	1	1	b-noun.body	1												
NN-womb	1	1	b-noun.body	1												
NN-kid voice*	1	1	b-noun.body	1												
NN-hip	1	1	b-noun.body	1												
NOUN-blood	1	1	b-noun.body	1												
NN-boo-boo	1	1	b-noun.body	1												
NNS-legs	1	1	b-noun.body	1												
NN-arm	1	1	b-noun.body	1												
NN-pussyy	1	1	b-noun.body	1												
NNS-ears	1	1	b-noun.body	1												
NN-facee	1	1	b-noun.body	1												
NN-upper body	1	1	b-noun.body	1												
NOUN-hand	1	1	b-noun.body	1												
NN-eye	1	1	b-noun.body	1												
VB-*smiles	1	1	b-noun.body	1												
NNS-nails	1	1	b-noun.body	1												
NN-body	1	1	b-noun.body	1												
NNS-tears	1	1	b-noun.body	1												
NNS-hands	1	1	b-noun.body	1												
NN-back	1	1	b-noun.body	1												
NN-acne	1	1	b-noun.body	1												
NN-d@ck	1	1	b-noun.body	1												
NOUN-#health	1	1	b-noun.body	1												
NOUN-business agility	1	1	b-noun.attribute	1												
NN-fat	1	1	b-noun.attribute	1												
VERB-mending	1	1	b-noun.attribute	1												
NNS-morals	1	1	b-noun.attribute	1												
NN-wireless	1	1	b-noun.attribute	1												
NNS-sexiness	1	1	b-noun.attribute	1												
NOUN-blue Mark sewing	1	1	b-noun.attribute	1												
NOUN-advantage	1	1	b-noun.attribute	1												
NOUN-barefoot	1	1	b-noun.attribute	1												
NUM-number Hudson Sedan	1	1	b-noun.attribute	1												
NNS-characters	1	1	b-noun.attribute	1												
NOUN-traits	1	1	b-noun.attribute	1												
NN-advantage	1	1	b-noun.attribute	1												
NN-inevitability	1	1	b-noun.attribute	1												
NN-tolerance	1	1	b-noun.attribute	1												
NN-sustainability	1	1	b-noun.attribute	1												
NN-none	1	1	b-noun.attribute	1												
NNP-social Media Sin	1	1	b-noun.attribute	1												
NNP-jamaica Badness	1	1	b-noun.attribute	1												
NOUN-screen/gps/dvd/ipod/bt/mp3/usb/rd	1	1	b-noun.attribute	1												
NOUN-grades	1	1	b-noun.attribute	1												
NOUN-national Dance Day NUMBER	1	1	b-noun.attribute	1												
HT-#twitter age	1	1	b-noun.attribute	1												
NN-retardation	1	1	b-noun.attribute	1												
NN-upgrade	1	1	b-noun.attribute	1												
NOUN-shape	1	1	b-noun.attribute	1												
NN-boringness	1	1	b-noun.attribute	1												
NN-intelligence	1	1	b-noun.attribute	1												
NN-original	1	1	b-noun.attribute	1												
NN-name	1	1	b-noun.attribute	1												
NN-high	1	1	b-noun.attribute	1												
NNS-faces	1	1	b-noun.attribute	1												
NOUN-#500px	1	1	b-noun.attribute	1												
NN-sainthood	1	1	b-noun.attribute	1												
NNS-limits	1	1	b-noun.attribute	1												
NN-honesty	1	1	b-noun.attribute	1												
NOUN-way	1	1	b-noun.attribute	1												
NOUN-international NUMBER	1	1	b-noun.attribute	1												
NOUN-price	1	1	b-noun.attribute	1												
NOUN-gen NUMBER	1	1	b-noun.attribute	1												
NNS-skills	1	1	b-noun.attribute	1												
NOUN-temperatures	1	1	b-noun.attribute	1												
NN-style	1	1	b-noun.attribute	1												
NNP-intellectual	1	1	b-noun.attribute	1												
NN-travel size	1	1	b-noun.attribute	1												
NN-mag	1	1	b-noun.attribute	1												
NOUN-abrsm Scale Practice Charts	1	1	b-noun.artifact	1												
NNP-juniper	1	1	b-noun.artifact	1												
NN-table	1	1	b-noun.artifact	1												
NN-model'$$	1	1	b-noun.artifact	1												
NOUN-flyaudio GPS/DVD/IPOD/BT/USB/RADIO/AV /Navigation	1	1	b-noun.artifact	1												
NNS-jeans	1	1	b-noun.artifact	1												
NOUN-drugs	1	1	b-noun.artifact	1												
NNS-rooms	1	1	b-noun.artifact	1												
NN-blanket	1	1	b-noun.artifact	1												
NNP-inc	1	1	b-noun.artifact	1												
NOUN-app	1	1	b-noun.artifact	1												
NN-sweat pants	1	1	b-noun.artifact	1												
NOUN-palace	1	1	b-noun.artifact	1												
NN-college ID	1	1	b-noun.artifact	1												
NNS-pastimedesigns	1	1	b-noun.artifact	1												
NOUN-dishwasher	1	1	b-noun.artifact	1												
NN-backpackkk	1	1	b-noun.artifact	1												
VERB-wake	1	1	b-noun.artifact	1												
NOUN-visa Gift Card	1	1	b-noun.artifact	1												
NNP-venice	1	1	b-noun.artifact	1												
NNP-bope	1	1	b-noun.artifact	1												
NOUN-motion tracking	1	1	b-noun.artifact	1												
NNS-headphones	1	1	b-noun.artifact	1												
NNP-irish	1	1	b-noun.artifact	1												
NOUN-business book	1	1	b-noun.artifact	1												
NN-stool	1	1	b-noun.artifact	1												
NN-set list	1	1	b-noun.artifact	1												
VBP-comp	1	1	b-noun.artifact	1												
NOUN-weapons	1	1	b-noun.artifact	1												
NNS-venues	1	1	b-noun.artifact	1												
NNS-earphones	1	1	b-noun.artifact	1												
NN-jail	1	1	b-noun.artifact	1												
NOUN-beagle Rescue gear	1	1	b-noun.artifact	1												
NNP-groovy GIRLS PRINCESS SERAPHINA Doll	1	1	b-noun.artifact	1												
NN-ipod	1	1	b-noun.artifact	1												
NN-picture	1	1	b-noun.artifact	1												
NOUN-obo	1	1	b-noun.artifact	1												
NNS-pubs	1	1	b-noun.artifact	1												
NOUN-picture	1	1	b-noun.artifact	1												
NOUN-audition Tape	1	1	b-noun.artifact	1												
NNP-bb Bold	1	1	b-noun.artifact	1												
NNP-ibgp	1	1	b-noun.artifact	1												
NOUN-autograph Card	1	1	b-noun.artifact	1												
NOUN-leadership Toolbox	1	1	b-noun.artifact	1												
NNS-condoms	1	1	b-noun.artifact	1												
NN-tv channels	1	1	b-noun.artifact	1												
NOUN-warehouses	1	1	b-noun.artifact	1												
NNS-clothes	1	1	b-noun.artifact	1												
NN-pronto	1	1	b-noun.artifact	1												
NN-box	1	1	b-noun.artifact	1												
NN-cigarette	1	1	b-noun.artifact	1												
NOUN-vintage ads	1	1	b-noun.artifact	1												
NNP-cisco	1	1	b-noun.artifact	1												
NN-drive Thru Window	1	1	b-noun.artifact	1												
NN-account	1	1	b-noun.artifact	1												
NNS-guns	1	1	b-noun.artifact	1												
NN-egg	1	1	b-noun.artifact	1												
NNS-iphones	1	1	b-noun.artifact	1												
NNS-drugs	1	1	b-noun.artifact	1												
NNP-empire State Building	1	1	b-noun.artifact	1												
NN-boogie Shoes	1	1	b-noun.artifact	1												
NUM-number Package-	1	1	b-noun.artifact	1												
NN-mine	1	1	b-noun.artifact	1												
NNS-hoodies	1	1	b-noun.artifact	1												
NOUN-distributions Centers	1	1	b-noun.artifact	1												
NOUN-video submission area	1	1	b-noun.artifact	1												
NOUN-vaccine	1	1	b-noun.artifact	1												
NN-gallery	1	1	b-noun.artifact	1												
NNP-gen pen	1	1	b-noun.artifact	1												
NOUN-comic	1	1	b-noun.artifact	1												
NOUN-mini Cooper Convertible one	1	1	b-noun.artifact	1												
NOUN-windows crap Phone	1	1	b-noun.artifact	1												
NOUN-boot	1	1	b-noun.artifact	1												
NN-phone	1	1	b-noun.artifact	1												
NN-tee shirt everyone	1	1	b-noun.artifact	1												
NN-isp	1	1	b-noun.artifact	1												
NNP-apollo	1	1	b-noun.artifact	1												
NN-bar	1	1	b-noun.artifact	1												
NNP-mls Cup loser berth	1	1	b-noun.artifact	1												
NN-bubble bath	1	1	b-noun.artifact	1												
NOUN-#photo	1	1	b-noun.artifact	1												
NNS-sweepstakes	1	1	b-noun.artifact	1												
NOUN-crm system	1	1	b-noun.artifact	1												
NOUN-v6-	1	1	b-noun.artifact	1												
NNP-hdmi plug	1	1	b-noun.artifact	1												
NOUN-images	1	1	b-noun.artifact	1												
NNP-betsey Johnson necklaces today	1	1	b-noun.artifact	1												
NN-edit buttons	1	1	b-noun.artifact	1												
NOUN-leisure #bra	1	1	b-noun.artifact	1												
NN-antenna	1	1	b-noun.artifact	1												
NNP-sd2	1	1	b-noun.artifact	1												
NN-hoodie	1	1	b-noun.artifact	1												
NNP-mississippi Museum	1	1	b-noun.artifact	1												
NOUN-pancake Pantry	1	1	b-noun.artifact	1												
NNP-liason	1	1	b-noun.artifact	1												
NNS-brooms	1	1	b-noun.artifact	1												
NOUN-flyaudio NUMBER	1	1	b-noun.artifact	1												
NNP-iht	1	1	b-noun.artifact	1												
NN-medication	1	1	b-noun.artifact	1												
NNS-mines	1	1	b-noun.artifact	1												
NNS-bars	1	1	b-noun.artifact	1												
NN-clearance items	1	1	b-noun.artifact	1												
NOUN-suv	1	1	b-noun.artifact	1												
NN-confetti*	1	1	b-noun.artifact	1												
NOUN-start Screen	1	1	b-noun.artifact	1												
NN-tent	1	1	b-noun.artifact	1												
NN-cure	1	1	b-noun.artifact	1												
NNP-steelers	1	1	b-noun.artifact	1												
NNP-niles	1	1	b-noun.artifact	1												
NN-iphone	1	1	b-noun.artifact	1												
NN-truck	1	1	b-noun.artifact	1												
NNS-gates	1	1	b-noun.artifact	1												
NN-fast forward buttons	1	1	b-noun.artifact	1												
NNP-dr	1	1	b-noun.artifact	1												
NN-costume	1	1	b-noun.artifact	1												
NNP-esb	1	1	b-noun.artifact	1												
NNP-apr Chocolate Toy Poodle Pups	1	1	b-noun.artifact	1												
NN-ball	1	1	b-noun.artifact	1												
NN-desk	1	1	b-noun.artifact	1												
NN-jersey	1	1	b-noun.artifact	1												
NNP-pepsi truck	1	1	b-noun.artifact	1												
NOUN-zoo	1	1	b-noun.artifact	1												
NOUN-touch Screens	1	1	b-noun.artifact	1												
NN-copy Protection Schemes	1	1	b-noun.artifact	1												
NOUN-sun-bonnet Babies	1	1	b-noun.artifact	1												
NNP-sun Cleaners	1	1	b-noun.artifact	1												
NOUN-outfits	1	1	b-noun.artifact	1												
NNP-bacon swishers	1	1	b-noun.artifact	1												
NOUN-recaro Seats-	1	1	b-noun.artifact	1												
NN-movie DVD	1	1	b-noun.artifact	1												
NOUN-wwi photos	1	1	b-noun.artifact	1												
NUM-number Chevy Lumina-	1	1	b-noun.artifact	1												
NOUN-#pantyhose	1	1	b-noun.artifact	1												
NNP-tvguide.ca/soaps poll	1	1	b-noun.artifact	1												
NNS-clubs	1	1	b-noun.artifact	1												
NOUN-#app	1	1	b-noun.artifact	1												
NOUN-nissan Terrano	1	1	b-noun.artifact	1												
NNP-youtube	1	1	b-noun.artifact	1												
NN-syringe	1	1	b-noun.artifact	1												
NN-foot cheese grater today	1	1	b-noun.artifact	1												
NN-audio	1	1	b-noun.artifact	1												
NNP-jersey Shore	1	1	b-noun.artifact	1												
NNP-alice wig	1	1	b-noun.artifact	1												
NN-dryer	1	1	b-noun.artifact	1												
NN-airplane	1	1	b-noun.artifact	1												
NNS-boots	1	1	b-noun.artifact	1												
NN-tl	1	1	b-noun.artifact	1												
NNP-mac	1	1	b-noun.artifact	1												
VBD-flipboard	1	1	b-noun.artifact	1												
NNP-metal Container	1	1	b-noun.artifact	1												
NNS-meds	1	1	b-noun.artifact	1												
HT-#vh1	1	1	b-noun.artifact	1												
NN-auto URL shortening	1	1	b-noun.artifact	1												
NN-art Garden	1	1	b-noun.artifact	1												
NN-controller	1	1	b-noun.artifact	1												
NNS-routers	1	1	b-noun.artifact	1												
NN-clump	1	1	b-noun.artifact	1												
NN-pizzeria	1	1	b-noun.artifact	1												
NNP-itunes	1	1	b-noun.artifact	1												
HT-#books	1	1	b-noun.artifact	1												
NNP-scrubs	1	1	b-noun.artifact	1												
NN-foto	1	1	b-noun.artifact	1												
NN-bathroom window sill	1	1	b-noun.artifact	1												
NN-shirt	1	1	b-noun.artifact	1												
NN-pull out	1	1	b-noun.artifact	1												
NN-bus	1	1	b-noun.artifact	1												
NN-saggy pants	1	1	b-noun.artifact	1												
NNS-pampers	1	1	b-noun.artifact	1												
NNS-helmets	1	1	b-noun.artifact	1												
NNS-towels	1	1	b-noun.artifact	1												
NNP-h-e-b Plus	1	1	b-noun.artifact	1												
NNP-ba	1	1	b-noun.artifact	1												
NN-lip junkie	1	1	b-noun.artifact	1												
NNS-medications	1	1	b-noun.artifact	1												
HT-#purpleglasses	1	1	b-noun.artifact	1												
NNP-skins	1	1	b-noun.artifact	1												
NOUN-accessories	1	1	b-noun.artifact	1												
NOUN-piano	1	1	b-noun.artifact	1												
